1.	Stephen Curry	$40,231,758	$47,922,728
2.	Chris Paul	$38,506,482	$45,867,637
2.	Russell Westbrook	$38,506,482	$45,867,637
4.	John Wall	$38,199,000	$45,501,374
4.	James Harden	$38,199,000	$45,501,374
6.	LeBron James	$37,436,858	$44,593,536
7.	Kevin Durant	$37,199,000	$44,310,208
8.	Blake Griffin	$34,449,964	$41,035,648
9.	Kyle Lowry	$33,296,296	$39,661,437
10.	Paul George	$33,005,556	$39,315,117
11.	Tobias Harris	$32,742,000	$39,001,178
11.	Jimmy Butler	$32,742,000	$39,001,178
11.	Kawhi Leonard	$32,742,000	$39,001,178
11.	Klay Thompson	$32,742,000	$39,001,178
11.	Kemba Walker	$32,742,000	$39,001,178
16.	Gordon Hayward	$32,700,690	$38,951,971
17.	Mike Conley	$32,511,623	$38,726,761
18.	Kyrie Irving	$31,742,000	$37,810,011
19.	Khris Middleton	$30,603,448	$36,453,806
20.	Paul Millsap	$30,350,000	$36,151,907
21.	Damian Lillard	$29,802,321	$35,499,530
22.	Kevin Love	$28,942,830	$34,475,733
23.	Al Horford	$28,000,000	$33,352,666
23.	Nikola Vucevic	$28,000,000	$33,352,666
25.	DeMar DeRozan	$27,739,975	$33,042,933
26.	CJ McCollum	$27,556,959	$32,824,930
27.	Joel Embiid	$27,504,630	$32,762,598
27.	Andrew Wiggins	$27,504,630	$32,762,598
27.	Nikola Jokic	$27,504,630	$32,762,598
30.	Devin Booker	$27,285,000	$32,500,982
30.	D'Angelo Russell	$27,285,000	$32,500,982
30.	Karl-Anthony Towns	$27,285,000	$32,500,982
30.	Kristaps Porzingis	$27,285,000	$32,500,982
34.	Otto Porter	$27,250,576	$32,459,977
35.	Anthony Davis	$27,093,019	$32,272,300
36.	Bradley Beal	$27,093,018	$32,272,299
36.	Hassan Whiteside	$27,093,018	$32,272,299
36.	Andre Drummond	$27,093,018	$32,272,299
39.	Jrue Holiday	$26,131,111	$31,126,508
40.	LaMarcus Aldridge	$26,000,000	$30,970,332
41.	Steven Adams	$25,842,697	$30,782,958
41.	Giannis Antetokounmpo	$25,842,697	$30,782,958
43.	Marc Gasol	$25,595,700	$30,488,744
44.	Nicolas Batum	$25,565,217	$30,452,433
45.	Rudy Gobert	$25,258,427	$30,086,995
46.	Chandler Parsons	$25,102,512	$29,901,275
47.	Harrison Barnes	$24,147,727	$28,763,967
48.	Serge Ibaka	$23,271,604	$27,720,358
49.	Danilo Gallinari	$22,615,559	$26,938,899
50.	Victor Oladipo	$21,000,000	$25,014,499
51.	Tim Hardaway Jr	$20,025,127	$23,853,263
52.	Malcolm Brogdon	$20,000,000	$23,823,333
53.	Terry Rozier	$19,894,737	$23,697,947
54.	Aaron Gordon	$19,863,636	$23,660,900
55.	Zach LaVine	$19,500,000	$23,227,749
56.	Kent Bazemore	$19,269,663	$22,953,379
57.	Goran Dragic	$19,217,900	$22,891,721
58.	Jeff Teague	$19,000,000	$22,632,166
59.	Evan Turner	$18,606,556	$22,163,509
60.	Draymond Green	$18,539,130	$22,083,193
60.	Tristan Thompson	$18,539,130	$22,083,193
62.	Gary Harris	$18,189,286	$21,666,470
63.	Julius Randle	$18,000,000	$21,440,999
63.	Myles Turner	$18,000,000	$21,440,999
65.	Derrick Favors	$17,650,000	$21,024,091
66.	Andre Iguodala	$17,185,185	$20,470,419
67.	Evan Fournier	$17,150,000	$20,428,508
68.	Bojan Bogdanovic	$17,000,000	$20,249,833
68.	Bismack Biyombo	$17,000,000	$20,249,833
70.	Clint Capela	$16,896,552	$20,126,609
71.	Gorgui Dieng	$16,229,213	$19,331,697
72.	Ricky Rubio	$16,200,000	$19,296,899
73.	Jonas Valanciunas	$16,000,000	$19,058,666
74.	Brandon Knight	$15,643,750	$18,634,313
75.	Kelly Oubre	$15,625,000	$18,611,978
75.	Eric Bledsoe	$15,625,000	$18,611,978
77.	Dennis Schroeder	$15,500,000	$18,463,083
78.	Ian Mahinmi	$15,450,051	$18,403,585
79.	James Johnson	$15,349,400	$18,283,693
80.	Bobby Portis	$15,000,000	$17,867,499
80.	Marcus Morris	$15,000,000	$17,867,499
82.	Danny Green	$14,634,147	$17,431,707
83.	Rudy Gay	$14,500,000	$17,271,916
84.	Cody Zeller	$14,471,910	$17,238,456
85.	Eric Gordon	$14,057,730	$16,745,099
86.	Mason Plumlee	$14,041,096	$16,725,285
87.	JJ Redick	$13,486,300	$16,064,430
88.	Jordan Clarkson	$13,437,500	$16,006,301
89.	Dewayne Dedmon	$13,333,334	$15,882,222
90.	Solomon Hill	$13,290,395	$15,831,075
91.	Justise Winslow	$13,000,000	$15,485,166
92.	Thaddeus Young	$12,900,000	$15,366,049
93.	Will Barton	$12,776,786	$15,219,281
94.	Courtney Lee	$12,759,670	$15,198,893
95.	Larry Nance Jr	$12,727,273	$15,160,303
96.	Patrick Mills	$12,678,571	$15,102,290
97.	Kelly Olynyk	$12,667,885	$15,089,562
98.	Marcus Smart	$12,553,571	$14,953,395
99.	Terrence Ross	$12,500,000	$14,889,583
100.	Patrick Beverley	$12,345,680	$14,705,762
101.	Trevor Ariza	$12,200,000	$14,532,233
102.	Brook Lopez	$12,093,024	$14,404,806
103.	Cory Joseph	$12,000,000	$14,293,999
103.	Jusuf Nurkic	$12,000,000	$14,293,999
105.	Joe Ingles	$11,454,546	$13,644,273
106.	Tony Snell	$11,392,857	$13,570,791
107.	Robert Covington	$11,301,219	$13,461,635
108.	Meyers Leonard	$11,286,515	$13,444,120
109.	TJ Warren	$11,060,000	$13,174,303
110.	Moe Harkless	$11,011,234	$13,116,214
111.	Andre Roberson	$10,740,740	$12,794,011
112.	Spencer Dinwiddie	$10,605,600	$12,633,037
113.	Jeremy Lamb	$10,500,000	$12,507,249
114.	Dwight Powell	$10,259,375	$12,220,625
115.	George Hill	$10,133,907	$12,071,172
116.	Norman Powell	$10,116,576	$12,050,527
116.	Josh Richardson	$10,116,576	$12,050,527
118.	Tyus Jones	$10,116,000	$12,049,841
119.	Tomas Satoransky	$10,000,000	$11,911,666
120.	DeAndre Jordan	$9,881,598	$11,770,630
121.	Zion Williamson	$9,757,440	$11,622,737
122.	Markelle Fultz	$9,745,200	$11,608,157
123.	John Henson	$9,732,396	$11,592,905
124.	Matthew Dellavedova	$9,607,500	$11,444,133
125.	Dante Exum	$9,600,000	$11,435,199
126.	Deandre Ayton	$9,562,920	$11,391,031
127.	Delon Wright	$9,473,684	$11,284,736
128.	Fred VanVleet	$9,346,153	$11,132,825
128.	Jerami Grant	$9,346,153	$11,132,825
130.	Al-Farouq Aminu	$9,258,000	$11,027,820
131.	Kyle Anderson	$9,073,050	$10,807,514
132.	Taj Gibson	$9,000,000	$10,720,499
133.	Ja Morant	$8,730,240	$10,399,170
134.	Lonzo Ball	$8,719,320	$10,386,163
135.	E'Twaun Moore	$8,664,928	$10,321,373
136.	Marvin Bagley	$8,556,120	$10,191,764
137.	Bogdan Bogdanovic	$8,529,386	$10,159,920
138.	PJ Tucker	$8,349,039	$9,945,096
139.	Cristiano Felicio	$8,156,500	$9,715,750
140.	Kentavious Caldwell-Pope	$8,139,282	$9,695,241
141.	Ben Simmons	$8,113,929	$9,665,041
142.	Thomas Bryant	$8,000,000	$9,529,333
142.	Wayne Ellington	$8,000,000	$9,529,333
142.	Elfrid Payton	$8,000,000	$9,529,333
142.	Louis Williams	$8,000,000	$9,529,333
142.	Maxi Kleber	$8,000,000	$9,529,333
147.	RJ Barrett	$7,839,960	$9,338,698
148.	Jayson Tatum	$7,830,000	$9,326,834
149.	Jae Crowder	$7,815,533	$9,309,602
150.	Luka Doncic	$7,683,360	$9,152,162
151.	Joe Harris	$7,666,667	$9,132,278
152.	Seth Curry	$7,461,380	$8,887,747
153.	DeMarre Carroll	$7,339,258	$8,742,279
154.	Doug McDermott	$7,333,333	$8,735,221
154.	Langston Galloway	$7,333,333	$8,735,221
